x,y,value_dec,value_hex,low16,high16
0,0,68,0x00000044,68,0
1,0,68,0x00000044,68,0
2,0,68,0x00000044,68,0
3,0,68,0x00000044,68,0
4,0,68,0x00000044,68,0
5,0,68,0x00000044,68,0
6,0,68,0x00000044,68,0
7,0,68,0x00000044,68,0
8,0,68,0x00000044,68,0
9,0,68,0x00000044,68,0
10,0,68,0x00000044,68,0
11,0,68,0x00000044,68,0
12,0,68,0x00000044,68,0
13,0,68,0x00000044,68,0
14,0,68,0x00000044,68,0
15,0,68,0x00000044,68,0
16,0,68,0x00000044,68,0
17,0,68,0x00000044,68,0
18,0,68,0x00000044,68,0
19,0,68,0x00000044,68,0
20,0,68,0x00000044,68,0
21,0,68,0x00000044,68,0
22,0,68,0x00000044,68,0
23,0,68,0x00000044,68,0
24,0,68,0x00000044,68,0
25,0,68,0x00000044,68,0
26,0,68,0x00000044,68,0
27,0,68,0x00000044,68,0
28,0,68,0x00000044,68,0
29,0,68,0x00000044,68,0
30,0,68,0x00000044,68,0
31,0,68,0x00000044,68,0
32,0,68,0x00000044,68,0
33,0,68,0x00000044,68,0
34,0,68,0x00000044,68,0
35,0,68,0x00000044,68,0
36,0,68,0x00000044,68,0
37,0,68,0x00000044,68,0
38,0,68,0x00000044,68,0
39,0,68,0x00000044,68,0
40,0,68,0x00000044,68,0
41,0,68,0x00000044,68,0
42,0,68,0x00000044,68,0
43,0,68,0x00000044,68,0
44,0,68,0x00000044,68,0
45,0,68,0x00000044,68,0
46,0,68,0x00000044,68,0
47,0,68,0x00000044,68,0
48,0,68,0x00000044,68,0
49,0,68,0x00000044,68,0
50,0,68,0x00000044,68,0
51,0,68,0x00000044,68,0
52,0,68,0x00000044,68,0
53,0,68,0x00000044,68,0
54,0,68,0x00000044,68,0
55,0,68,0x00000044,68,0
56,0,68,0x00000044,68,0
57,0,68,0x00000044,68,0
58,0,68,0x00000044,68,0
59,0,68,0x00000044,68,0
60,0,68,0x00000044,68,0
61,0,68,0x00000044,68,0
62,0,68,0x00000044,68,0
63,0,68,0x00000044,68,0
64,0,68,0x00000044,68,0
65,0,68,0x00000044,68,0
66,0,68,0x00000044,68,0
67,0,68,0x00000044,68,0
68,0,68,0x00000044,68,0
69,0,68,0x00000044,68,0
70,0,68,0x00000044,68,0
71,0,68,0x00000044,68,0
72,0,68,0x00000044,68,0
73,0,68,0x00000044,68,0
74,0,68,0x00000044,68,0
75,0,68,0x00000044,68,0
76,0,68,0x00000044,68,0
77,0,68,0x00000044,68,0
78,0,68,0x00000044,68,0
79,0,68,0x00000044,68,0
80,0,68,0x00000044,68,0
81,0,68,0x00000044,68,0
82,0,68,0x00000044,68,0
83,0,68,0x00000044,68,0
84,0,68,0x00000044,68,0
85,0,68,0x00000044,68,0
86,0,68,0x00000044,68,0
87,0,68,0x00000044,68,0
88,0,68,0x00000044,68,0
89,0,68,0x00000044,68,0
90,0,68,0x00000044,68,0
91,0,68,0x00000044,68,0
92,0,68,0x00000044,68,0
93,0,68,0x00000044,68,0
94,0,68,0x00000044,68,0
95,0,68,0x00000044,68,0
96,0,68,0x00000044,68,0
97,0,68,0x00000044,68,0
98,0,68,0x00000044,68,0
99,0,68,0x00000044,68,0
100,0,68,0x00000044,68,0
101,0,68,0x00000044,68,0
102,0,68,0x00000044,68,0
103,0,68,0x00000044,68,0
104,0,68,0x00000044,68,0
105,0,68,0x00000044,68,0
106,0,68,0x00000044,68,0
107,0,68,0x00000044,68,0
108,0,68,0x00000044,68,0
109,0,68,0x00000044,68,0
110,0,68,0x00000044,68,0
111,0,68,0x00000044,68,0
112,0,68,0x00000044,68,0
113,0,68,0x00000044,68,0
114,0,68,0x00000044,68,0
115,0,68,0x00000044,68,0
116,0,68,0x00000044,68,0
117,0,68,0x00000044,68,0
118,0,68,0x00000044,68,0
119,0,68,0x00000044,68,0
120,0,68,0x00000044,68,0
121,0,68,0x00000044,68,0
122,0,68,0x00000044,68,0
123,0,68,0x00000044,68,0
124,0,68,0x00000044,68,0
125,0,68,0x00000044,68,0
126,0,68,0x00000044,68,0
127,0,68,0x00000044,68,0
0,1,68,0x00000044,68,0
1,1,68,0x00000044,68,0
2,1,68,0x00000044,68,0
3,1,68,0x00000044,68,0
4,1,68,0x00000044,68,0
5,1,68,0x00000044,68,0
6,1,68,0x00000044,68,0
7,1,68,0x00000044,68,0
8,1,68,0x00000044,68,0
9,1,68,0x00000044,68,0
10,1,68,0x00000044,68,0
11,1,68,0x00000044,68,0
12,1,68,0x00000044,68,0
13,1,68,0x00000044,68,0
14,1,68,0x00000044,68,0
15,1,68,0x00000044,68,0
16,1,68,0x00000044,68,0
17,1,68,0x00000044,68,0
18,1,68,0x00000044,68,0
19,1,68,0x00000044,68,0
20,1,68,0x00000044,68,0
21,1,68,0x00000044,68,0
22,1,68,0x00000044,68,0
23,1,68,0x00000044,68,0
24,1,68,0x00000044,68,0
25,1,68,0x00000044,68,0
26,1,68,0x00000044,68,0
27,1,68,0x00000044,68,0
28,1,68,0x00000044,68,0
29,1,68,0x00000044,68,0
30,1,68,0x00000044,68,0
31,1,68,0x00000044,68,0
32,1,68,0x00000044,68,0
33,1,68,0x00000044,68,0
34,1,68,0x00000044,68,0
35,1,68,0x00000044,68,0
36,1,68,0x00000044,68,0
37,1,68,0x00000044,68,0
38,1,68,0x00000044,68,0
39,1,68,0x00000044,68,0
40,1,68,0x00000044,68,0
41,1,68,0x00000044,68,0
42,1,68,0x00000044,68,0
43,1,68,0x00000044,68,0
44,1,68,0x00000044,68,0
45,1,68,0x00000044,68,0
46,1,68,0x00000044,68,0
47,1,68,0x00000044,68,0
48,1,68,0x00000044,68,0
49,1,68,0x00000044,68,0
50,1,68,0x00000044,68,0
51,1,68,0x00000044,68,0
52,1,68,0x00000044,68,0
53,1,68,0x00000044,68,0
54,1,68,0x00000044,68,0
55,1,68,0x00000044,68,0
56,1,68,0x00000044,68,0
57,1,68,0x00000044,68,0
58,1,68,0x00000044,68,0
59,1,68,0x00000044,68,0
60,1,68,0x00000044,68,0
61,1,68,0x00000044,68,0
62,1,68,0x00000044,68,0
63,1,68,0x00000044,68,0
64,1,68,0x00000044,68,0
65,1,68,0x00000044,68,0
66,1,68,0x00000044,68,0
67,1,68,0x00000044,68,0
68,1,68,0x00000044,68,0
69,1,68,0x00000044,68,0
70,1,68,0x00000044,68,0
71,1,68,0x00000044,68,0
72,1,68,0x00000044,68,0
73,1,68,0x00000044,68,0
74,1,68,0x00000044,68,0
75,1,68,0x00000044,68,0
76,1,68,0x00000044,68,0
77,1,68,0x00000044,68,0
78,1,68,0x00000044,68,0
79,1,68,0x00000044,68,0
80,1,68,0x00000044,68,0
81,1,68,0x00000044,68,0
